run_index;run_time;lowest_reward;reward;highest_reward;action_count;team_action_count;sequence_file_path
78;330.927987622;-5714;-4911;-2604;80;40;../results/snrpa_100_1_1_100_100//solve78_sequences.csv
2;248.691116254;-6089;-2073;-1291;44;22;../results/snrpa_100_1_1_100_100//solve2_sequences.csv
79;137.507962479;-5322;-3852;-3726;32;16;../results/snrpa_100_1_1_100_100//solve79_sequences.csv
85;634.36398528;-6362;-2355;-433;86;43;../results/snrpa_100_1_1_100_100//solve85_sequences.csv
10;394.167986645;-6237;-1850;-611;58;29;../results/snrpa_100_1_1_100_100//solve10_sequences.csv
29;481.559975311;-6482;-1242;-315;46;23;../results/snrpa_100_1_1_100_100//solve29_sequences.csv
74;295.539628119;-6250;-496;-265;38;19;../results/snrpa_100_1_1_100_100//solve74_sequences.csv
70;342.527981176;-6339;-602;-269;36;18;../results/snrpa_100_1_1_100_100//solve70_sequences.csv
22;773.287983686;-6472;-2441;-204;84;42;../results/snrpa_100_1_1_100_100//solve22_sequences.csv
80;126.597798934;-5113;-3480;-3569;34;17;../results/snrpa_100_1_1_100_100//solve80_sequences.csv
92;158.547978042;-5857;-4387;-2884;36;18;../results/snrpa_100_1_1_100_100//solve92_sequences.csv
65;198.227983807;-5880;-2963;-2121;54;27;../results/snrpa_100_1_1_100_100//solve65_sequences.csv
37;160.464478013;-5518;-4530;-4715;54;27;../results/snrpa_100_1_1_100_100//solve37_sequences.csv
91;546.079975829;-6342;-2412;-723;64;32;../results/snrpa_100_1_1_100_100//solve91_sequences.csv
53;868.62397847;-6396;-2228;-293;80;40;../results/snrpa_100_1_1_100_100//solve53_sequences.csv
23;126.528325219;-5454;-3364;-3405;28;14;../results/snrpa_100_1_1_100_100//solve23_sequences.csv
64;537.791985794;-6429;-1727;-312;56;28;../results/snrpa_100_1_1_100_100//solve64_sequences.csv
56;117.602167315;-5478;-4267;-4513;36;18;../results/snrpa_100_1_1_100_100//solve56_sequences.csv
34;199.811980628;-6561;-136;-50;22;11;../results/snrpa_100_1_1_100_100//solve34_sequences.csv
97;510.578290022;-6339;-2569;-570;70;35;../results/snrpa_100_1_1_100_100//solve97_sequences.csv
31;211.960034993;-5781;-2997;-2337;40;20;../results/snrpa_100_1_1_100_100//solve31_sequences.csv
86;270.667972548;-5999;-3292;-1317;52;26;../results/snrpa_100_1_1_100_100//solve86_sequences.csv
38;190.488349659;-6094;-2576;-1675;30;15;../results/snrpa_100_1_1_100_100//solve38_sequences.csv
98;238.599977077;-5783;-3321;-2489;48;24;../results/snrpa_100_1_1_100_100//solve98_sequences.csv
32;101.435927926;-5335;-3775;-4398;28;14;../results/snrpa_100_1_1_100_100//solve32_sequences.csv
24;192.95598126;-5611;-3228;-2333;38;19;../results/snrpa_100_1_1_100_100//solve24_sequences.csv
30;341.35998581;-6273;-2913;-1153;54;27;../results/snrpa_100_1_1_100_100//solve30_sequences.csv
66;290.13597151;-6026;-3365;-1702;50;25;../results/snrpa_100_1_1_100_100//solve66_sequences.csv
43;171.893666579;-5978;-3240;-2099;30;15;../results/snrpa_100_1_1_100_100//solve43_sequences.csv
11;430.491976125;-6417;-1882;-437;50;25;../results/snrpa_100_1_1_100_100//solve11_sequences.csv
40;103.107966961;-5328;-4490;-4531;40;20;../results/snrpa_100_1_1_100_100//solve40_sequences.csv
46;239.039977888;-5833;-2612;-1990;50;25;../results/snrpa_100_1_1_100_100//solve46_sequences.csv
35;290.9319743;-6085;-1806;-755;36;18;../results/snrpa_100_1_1_100_100//solve35_sequences.csv
36;182.367981593;-5595;-2616;-2189;36;18;../results/snrpa_100_1_1_100_100//solve36_sequences.csv
67;455.9279781;-6347;-2525;-899;74;37;../results/snrpa_100_1_1_100_100//solve67_sequences.csv
41;198.111979298;-5665;-2892;-2454;46;23;../results/snrpa_100_1_1_100_100//solve41_sequences.csv
99;499.871992686;-6110;-1908;-805;62;31;../results/snrpa_100_1_1_100_100//solve99_sequences.csv
59;319.551990687;-6117;-3951;-1509;52;26;../results/snrpa_100_1_1_100_100//solve59_sequences.csv
48;130.8390677;-4911;-4220;-4537;42;21;../results/snrpa_100_1_1_100_100//solve48_sequences.csv
60;165.877058073;-5665;-4568;-3148;44;22;../results/snrpa_100_1_1_100_100//solve60_sequences.csv
42;78.631887607;-5178;-4547;-4986;34;17;../results/snrpa_100_1_1_100_100//solve42_sequences.csv
39;438.0432802;-6175;-1393;-548;56;28;../results/snrpa_100_1_1_100_100//solve39_sequences.csv
45;268.537209507;-6416;-906;-452;26;13;../results/snrpa_100_1_1_100_100//solve45_sequences.csv
33;394.167030573;-6411;-1187;-455;42;21;../results/snrpa_100_1_1_100_100//solve33_sequences.csv
54;661.514446315;-6363;-2062;-460;80;40;../results/snrpa_100_1_1_100_100//solve54_sequences.csv
47;250.037426899;-5839;-2788;-1460;40;20;../results/snrpa_100_1_1_100_100//solve47_sequences.csv
61;123.007109491;-4230;-3503;-4790;44;22;../results/snrpa_100_1_1_100_100//solve61_sequences.csv
55;407.712509959;-6151;-3567;-1858;96;48;../results/snrpa_100_1_1_100_100//solve55_sequences.csv
49;165.318149832;-5831;-3245;-2394;42;21;../results/snrpa_100_1_1_100_100//solve49_sequences.csv
57;666.29600035;-6455;-2186;-266;84;42;../results/snrpa_100_1_1_100_100//solve57_sequences.csv
44;558.052183143;-6155;-3699;-864;108;54;../results/snrpa_100_1_1_100_100//solve44_sequences.csv
58;121.734699619;-5858;-3178;-2104;46;23;../results/snrpa_100_1_1_100_100//solve58_sequences.csv
