run_index;run_time;lowest_reward;reward;highest_reward;action_count;team_action_count;sequence_file_path
69;1388.039912501;-4840;-3550;-5452;24;12;../results/snrpa_100_2_1_50_100//solve69_sequences.csv
31;2607.432117779;-5543;-2392;-2612;26;13;../results/snrpa_100_2_1_50_100//solve31_sequences.csv
65;5427.112498607;-6180;-1767;-875;32;16;../results/snrpa_100_2_1_50_100//solve65_sequences.csv
80;4701.397225804;-5895;-2084;-1809;32;16;../results/snrpa_100_2_1_50_100//solve80_sequences.csv
67;3585.747057764;-5647;-2977;-2453;32;16;../results/snrpa_100_2_1_50_100//solve67_sequences.csv
63;4616.163028293;-6384;-1242;-798;28;14;../results/snrpa_100_2_1_50_100//solve63_sequences.csv
57;2859.750071482;-5742;-2631;-2810;28;14;../results/snrpa_100_2_1_50_100//solve57_sequences.csv
70;2727.789693181;-5463;-3473;-3921;36;18;../results/snrpa_100_2_1_50_100//solve70_sequences.csv
22;4985.61578488;-6406;-1163;-663;28;14;../results/snrpa_100_2_1_50_100//solve22_sequences.csv
23;2834.243673237;-5504;-2544;-2641;32;16;../results/snrpa_100_2_1_50_100//solve23_sequences.csv
32;3570.757371103;-5992;-2056;-1705;24;12;../results/snrpa_100_2_1_50_100//solve32_sequences.csv
87;1602.099817904;-6551;-51;-17;10;5;../results/snrpa_100_2_1_50_100//solve87_sequences.csv
58;3073.0184515;-5697;-2626;-2323;28;14;../results/snrpa_100_2_1_50_100//solve58_sequences.csv
24;1999.568260312;-5348;-3543;-4159;24;12;../results/snrpa_100_2_1_50_100//solve24_sequences.csv
37;3857.521351087;-5826;-2380;-1831;32;16;../results/snrpa_100_2_1_50_100//solve37_sequences.csv
33;1942.976743604;-5191;-3910;-4830;28;14;../results/snrpa_100_2_1_50_100//solve33_sequences.csv
71;3839.537418936;-6313;-751;-410;28;14;../results/snrpa_100_2_1_50_100//solve71_sequences.csv
81;5509.957679924;-6354;-1274;-574;34;17;../results/snrpa_100_2_1_50_100//solve81_sequences.csv
64;4486.609417236;-6476;-811;-404;26;13;../results/snrpa_100_2_1_50_100//solve64_sequences.csv
88;3688.572597501;-6124;-2660;-2213;28;14;../results/snrpa_100_2_1_50_100//solve88_sequences.csv
59;2855.465519683;-6460;-230;-119;20;10;../results/snrpa_100_2_1_50_100//solve59_sequences.csv
89;948.321166501;-3953;-3491;-6325;24;12;../results/snrpa_100_2_1_50_100//solve89_sequences.csv
38;3677.698502264;-6393;-579;-347;22;11;../results/snrpa_100_2_1_50_100//solve38_sequences.csv
93;4038.572531963;-6289;-1080;-796;26;13;../results/snrpa_100_2_1_50_100//solve93_sequences.csv
82;3857.393542102;-6479;-388;-238;22;11;../results/snrpa_100_2_1_50_100//solve82_sequences.csv
72;4048.978155306;-5971;-1780;-1487;30;15;../results/snrpa_100_2_1_50_100//solve72_sequences.csv
34;4513.922217566;-6530;-597;-317;26;13;../results/snrpa_100_2_1_50_100//solve34_sequences.csv
84;4227.865090367;-6201;-1661;-1211;30;15;../results/snrpa_100_2_1_50_100//solve84_sequences.csv
90;3431.547431862;-6078;-2367;-1962;26;13;../results/snrpa_100_2_1_50_100//solve90_sequences.csv
94;3146.418875722;-5775;-1726;-1927;28;14;../results/snrpa_100_2_1_50_100//solve94_sequences.csv
73;2939.58535719;-5753;-2260;-2467;26;13;../results/snrpa_100_2_1_50_100//solve73_sequences.csv
39;4163.227604353;-6051;-1319;-1144;26;13;../results/snrpa_100_2_1_50_100//solve39_sequences.csv
60;6000.317358921;-6371;-1821;-836;38;19;../results/snrpa_100_2_1_50_100//solve60_sequences.csv
35;4211.483802677;-6173;-1381;-870;28;14;../results/snrpa_100_2_1_50_100//solve35_sequences.csv
83;4563.267906302;-5997;-2649;-1879;38;19;../results/snrpa_100_2_1_50_100//solve83_sequences.csv
74;1594.108315694;-5271;-4215;-5853;28;14;../results/snrpa_100_2_1_50_100//solve74_sequences.csv
85;4490.279361573;-6551;-341;-98;22;11;../results/snrpa_100_2_1_50_100//solve85_sequences.csv
40;2261.983891619;-5000;-2908;-3648;26;13;../results/snrpa_100_2_1_50_100//solve40_sequences.csv
95;3585.799747779;-6459;-258;-100;22;11;../results/snrpa_100_2_1_50_100//solve95_sequences.csv
36;1763.369106264;-5156;-3709;-4963;24;12;../results/snrpa_100_2_1_50_100//solve36_sequences.csv
91;4879.892919992;-6548;-251;-50;26;13;../results/snrpa_100_2_1_50_100//solve91_sequences.csv
86;2754.937539804;-5367;-2769;-3198;28;14;../results/snrpa_100_2_1_50_100//solve86_sequences.csv
41;2737.386360973;-5904;-3258;-3200;28;14;../results/snrpa_100_2_1_50_100//solve41_sequences.csv
96;3322.622764017;-5372;-2707;-2521;28;14;../results/snrpa_100_2_1_50_100//solve96_sequences.csv
43;2519.491860928;-5534;-2577;-3055;26;13;../results/snrpa_100_2_1_50_100//solve43_sequences.csv
61;4885.579003183;-6254;-1381;-948;28;14;../results/snrpa_100_2_1_50_100//solve61_sequences.csv
98;3837.466499938;-6197;-799;-551;26;13;../results/snrpa_100_2_1_50_100//solve98_sequences.csv
48;1244.52237998;-6583;-35;-13;8;4;../results/snrpa_100_2_1_50_100//solve48_sequences.csv
46;3350.707133633;-6339;-610;-355;20;10;../results/snrpa_100_2_1_50_100//solve46_sequences.csv
47;1067.697265002;-4567;-3657;-5803;24;12;../results/snrpa_100_2_1_50_100//solve47_sequences.csv
99;2994.370923707;-5709;-2364;-2584;28;14;../results/snrpa_100_2_1_50_100//solve99_sequences.csv
92;7325.778547994;-6500;-1360;-452;40;20;../results/snrpa_100_2_1_50_100//solve92_sequences.csv
97;3488.553930278;-6450;-406;-273;26;13;../results/snrpa_100_2_1_50_100//solve97_sequences.csv
44;3735.324613535;-5950;-2207;-1983;32;16;../results/snrpa_100_2_1_50_100//solve44_sequences.csv
42;5099.798843329;-6224;-1317;-494;28;14;../results/snrpa_100_2_1_50_100//solve42_sequences.csv
49;3408.966076934;-6131;-1431;-1032;26;13;../results/snrpa_100_2_1_50_100//solve49_sequences.csv
45;3724.378268137;-6353;-966;-493;28;14;../results/snrpa_100_2_1_50_100//solve45_sequences.csv
