run_index;run_time;lowest_reward;reward;highest_reward;action_count;team_action_count;sequence_file_path
93;1147.916691451;-6236;-2200;-1618;28;14;../results/snrpa_100_2_1_25_100//solve93_sequences.csv
74;1723.393471593;-6339;-778;-347;28;14;../results/snrpa_100_2_1_25_100//solve74_sequences.csv
49;1103.779904624;-6090;-1229;-969;24;12;../results/snrpa_100_2_1_25_100//solve49_sequences.csv
96;1133.880622008;-5783;-2320;-2072;32;16;../results/snrpa_100_2_1_25_100//solve96_sequences.csv
12;615.429437238;-5153;-3279;-4125;30;15;../results/snrpa_100_2_1_25_100//solve12_sequences.csv
94;755.212446393;-5418;-3342;-3919;32;16;../results/snrpa_100_2_1_25_100//solve94_sequences.csv
10;1768.50053112;-6371;-1776;-645;36;18;../results/snrpa_100_2_1_25_100//solve10_sequences.csv
18;1151.118596503;-6100;-2276;-1950;30;15;../results/snrpa_100_2_1_25_100//solve18_sequences.csv
60;1334.60133227;-5995;-2523;-1538;36;18;../results/snrpa_100_2_1_25_100//solve60_sequences.csv
98;1488.963763427;-6180;-1673;-876;32;16;../results/snrpa_100_2_1_25_100//solve98_sequences.csv
59;1885.896335673;-6425;-1396;-321;32;16;../results/snrpa_100_2_1_25_100//solve59_sequences.csv
61;565.756512306;-5202;-4006;-4793;30;15;../results/snrpa_100_2_1_25_100//solve61_sequences.csv
11;1002.590785994;-5734;-3287;-2832;36;18;../results/snrpa_100_2_1_25_100//solve11_sequences.csv
97;1879.519913557;-6149;-2699;-1308;44;22;../results/snrpa_100_2_1_25_100//solve97_sequences.csv
13;1753.034955692;-6205;-1400;-603;32;16;../results/snrpa_100_2_1_25_100//solve13_sequences.csv
15;768.551880412;-5566;-3823;-4132;38;19;../results/snrpa_100_2_1_25_100//solve15_sequences.csv
95;1716.570099691;-6309;-1054;-438;30;15;../results/snrpa_100_2_1_25_100//solve95_sequences.csv
19;1350.089799869;-5956;-1880;-1271;34;17;../results/snrpa_100_2_1_25_100//solve19_sequences.csv
23;693.801503803;-5338;-2959;-3531;26;13;../results/snrpa_100_2_1_25_100//solve23_sequences.csv
99;1466.644435594;-6040;-2432;-1309;40;20;../results/snrpa_100_2_1_25_100//solve99_sequences.csv
16;922.043985468;-6028;-3116;-2570;32;16;../results/snrpa_100_2_1_25_100//solve16_sequences.csv
24;766.596415183;-5601;-3056;-3091;32;16;../results/snrpa_100_2_1_25_100//solve24_sequences.csv
17;1124.958911772;-6310;-870;-550;22;11;../results/snrpa_100_2_1_25_100//solve17_sequences.csv
21;1926.657139298;-6200;-2061;-462;44;22;../results/snrpa_100_2_1_25_100//solve21_sequences.csv
14;1580.728165481;-6421;-965;-264;32;16;../results/snrpa_100_2_1_25_100//solve14_sequences.csv
20;1447.053709981;-6279;-2173;-725;38;19;../results/snrpa_100_2_1_25_100//solve20_sequences.csv
22;891.73105523;-6346;-1837;-906;36;18;../results/snrpa_100_2_1_25_100//solve22_sequences.csv
